instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_c,atemp_c,hum_pct,windspeed_kmh,season_lbl,weather_lbl,day_segment,is_peak_hour,casual_share,registered_share
142,2011-01-07,1,0,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343,0,1,1,8.200000000000001,10.605,69.0,8.9981,Spring,Mist,Night,0,0.0,100.0
143,2011-01-07,1,0,1,5,0,5,1,3,0.22,0.2727,0.55,0.0,0,5,5,9.02,13.635,55.00000000000001,0.0,Spring,Light Precip,Night,0,0.0,100.0
144,2011-01-07,1,0,1,6,0,5,1,2,0.2,0.2576,0.69,0.0,8,26,34,8.200000000000001,12.879999999999999,69.0,0.0,Spring,Mist,Morning,0,23.52941176470588,76.47058823529412
145,2011-01-07,1,0,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343,8,76,84,8.200000000000001,10.605,69.0,8.9981,Spring,Clear,Morning,1,9.523809523809524,90.47619047619048
146,2011-01-07,1,0,1,8,0,5,1,1,0.2,0.197,0.51,0.2537,20,190,210,8.200000000000001,9.85,51.0,16.997899999999998,Spring,Clear,Morning,1,9.523809523809524,90.47619047619048
147,2011-01-07,1,0,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985,9,125,134,8.200000000000001,9.09,47.0,19.999499999999998,Spring,Clear,Morning,1,6.7164179104477615,93.28358208955224
148,2011-01-07,1,0,1,10,0,5,1,1,0.22,0.197,0.37,0.3284,16,47,63,9.02,9.85,37.0,22.0028,Spring,Clear,Morning,0,25.396825396825395,74.60317460317461
149,2011-01-07,1,0,1,11,0,5,1,2,0.2,0.197,0.4,0.2239,19,48,67,8.200000000000001,9.85,40.0,15.001299999999999,Spring,Mist,Morning,0,28.35820895522388,71.64179104477611
150,2011-01-07,1,0,1,12,0,5,1,2,0.2,0.197,0.37,0.2537,9,50,59,8.200000000000001,9.85,37.0,16.997899999999998,Spring,Mist,Afternoon,0,15.254237288135593,84.7457627118644
151,2011-01-07,1,0,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836,9,64,73,8.200000000000001,9.09,37.0,19.0012,Spring,Mist,Afternoon,0,12.32876712328767,87.67123287671232
152,2011-01-07,1,0,1,14,0,5,1,2,0.2,0.197,0.4,0.2537,7,43,50,8.200000000000001,9.85,40.0,16.997899999999998,Spring,Mist,Afternoon,0,14.000000000000002,86.0
153,2011-01-07,1,0,1,15,0,5,1,2,0.2,0.2121,0.37,0.1642,9,63,72,8.200000000000001,10.605,37.0,11.0014,Spring,Mist,Afternoon,0,12.5,87.5
154,2011-01-07,1,0,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,5,82,87,8.200000000000001,10.605,37.0,11.0014,Spring,Mist,Afternoon,0,5.747126436781609,94.25287356321839
155,2011-01-07,1,0,1,17,0,5,1,2,0.2,0.2576,0.37,0.0,9,178,187,8.200000000000001,12.879999999999999,37.0,0.0,Spring,Mist,Afternoon,1,4.81283422459893,95.18716577540107
156,2011-01-07,1,0,1,18,0,5,1,1,0.2,0.2273,0.4,0.0896,7,116,123,8.200000000000001,11.365,40.0,6.0032,Spring,Clear,Evening,1,5.691056910569105,94.3089430894309
157,2011-01-07,1,0,1,19,0,5,1,1,0.16,0.197,0.55,0.0896,3,92,95,6.5600000000000005,9.85,55.00000000000001,6.0032,Spring,Clear,Evening,1,3.1578947368421053,96.84210526315789
158,2011-01-07,1,0,1,20,0,5,1,1,0.18,0.2121,0.47,0.1045,1,50,51,7.38,10.605,47.0,7.0015,Spring,Clear,Evening,0,1.9607843137254901,98.0392156862745
159,2011-01-07,1,0,1,21,0,5,1,1,0.18,0.197,0.47,0.1343,0,39,39,7.38,9.85,47.0,8.9981,Spring,Clear,Evening,0,0.0,100.0
160,2011-01-07,1,0,1,22,0,5,1,2,0.18,0.197,0.43,0.1642,2,34,36,7.38,9.85,43.0,11.0014,Spring,Mist,Evening,0,5.555555555555555,94.44444444444444
161,2011-01-07,1,0,1,23,0,5,1,2,0.18,0.197,0.51,0.1642,1,14,15,7.38,9.85,51.0,11.0014,Spring,Mist,Evening,0,6.666666666666667,93.33333333333333
162,2011-01-08,1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,1,24,25,7.38,9.85,51.0,11.0014,Spring,Mist,Night,0,4.0,96.0
163,2011-01-08,1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,1,15,16,7.38,10.605,55.00000000000001,6.0032,Spring,Mist,Night,0,6.25,93.75
164,2011-01-08,1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0.0,3,13,16,7.38,12.120000000000001,55.00000000000001,0.0,Spring,Mist,Night,0,18.75,81.25
165,2011-01-08,1,0,1,3,0,6,0,3,0.18,0.197,0.55,0.1642,0,7,7,7.38,9.85,55.00000000000001,11.0014,Spring,Light Precip,Night,0,0.0,100.0
166,2011-01-08,1,0,1,4,0,6,0,3,0.18,0.197,0.55,0.1642,0,1,1,7.38,9.85,55.00000000000001,11.0014,Spring,Light Precip,Night,0,0.0,100.0
167,2011-01-08,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,0,5,5,6.5600000000000005,8.334999999999999,74.0,11.0014,Spring,Mist,Night,0,0.0,100.0
168,2011-01-08,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,0,2,2,6.5600000000000005,8.334999999999999,74.0,11.0014,Spring,Mist,Morning,0,0.0,100.0
169,2011-01-08,1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,1,8,9,6.5600000000000005,9.09,74.0,7.0015,Spring,Mist,Morning,0,11.11111111111111,88.88888888888889
170,2011-01-08,1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,0,15,15,6.5600000000000005,9.09,93.0,7.0015,Spring,Light Precip,Morning,0,0.0,100.0
171,2011-01-08,1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,0,20,20,6.5600000000000005,9.09,93.0,7.0015,Spring,Light Precip,Morning,0,0.0,100.0
172,2011-01-08,1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,5,56,61,7.38,9.85,80.0,11.0014,Spring,Mist,Morning,0,8.19672131147541,91.80327868852459
173,2011-01-08,1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,2,60,62,8.200000000000001,9.09,69.0,26.0027,Spring,Mist,Morning,0,3.225806451612903,96.7741935483871
174,2011-01-08,1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,8,90,98,8.200000000000001,9.09,59.0,23.9994,Spring,Mist,Afternoon,0,8.16326530612245,91.83673469387756
175,2011-01-08,1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,7,95,102,8.200000000000001,9.09,44.0,22.0028,Spring,Clear,Afternoon,0,6.862745098039216,93.13725490196079
176,2011-01-08,1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,12,83,95,8.200000000000001,8.334999999999999,32.0,32.9975,Spring,Clear,Afternoon,0,12.631578947368421,87.36842105263159
177,2011-01-08,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74,8.200000000000001,8.334999999999999,32.0,30.002599999999997,Spring,Clear,Afternoon,0,6.756756756756757,93.24324324324324
178,2011-01-08,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,76,7.38,6.819999999999999,28.999999999999996,30.002599999999997,Spring,Clear,Afternoon,0,10.526315789473683,89.47368421052632
179,2011-01-08,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,5,64,69,6.5600000000000005,6.0600000000000005,37.0,36.9974,Spring,Clear,Afternoon,0,7.246376811594203,92.7536231884058
180,2011-01-08,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55,5.74,6.0600000000000005,39.0,19.999499999999998,Spring,Clear,Evening,0,5.454545454545454,94.54545454545455
181,2011-01-08,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,4,26,30,5.74,6.0600000000000005,36.0,16.997899999999998,Spring,Clear,Evening,0,13.333333333333334,86.66666666666667
182,2011-01-08,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28,4.92,6.0600000000000005,36.0,16.997899999999998,Spring,Clear,Evening,0,0.0,100.0
183,2011-01-08,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37,4.92,5.305,39.0,23.9994,Spring,Clear,Evening,0,5.405405405405405,94.5945945945946
184,2011-01-08,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33,34,4.92,5.305,36.0,26.0027,Spring,Clear,Evening,0,2.941176470588235,97.05882352941177
185,2011-01-08,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,22,4.1000000000000005,3.0300000000000002,39.0,30.002599999999997,Spring,Clear,Evening,0,0.0,100.0
186,2011-01-09,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25,4.1000000000000005,3.7900000000000005,42.0,26.0027,Spring,Clear,Night,0,4.0,96.0
187,2011-01-09,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12,4.1000000000000005,3.0300000000000002,42.0,31.0009,Spring,Clear,Night,0,0.0,100.0
188,2011-01-09,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11,4.1000000000000005,3.0300000000000002,46.0,31.0009,Spring,Clear,Night,0,0.0,100.0
189,2011-01-09,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,4.1000000000000005,3.7900000000000005,46.0,27.999299999999998,Spring,Clear,Night,0,0.0,100.0
190,2011-01-09,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,3.2800000000000002,4.545,53.0,12.998000000000001,Spring,Clear,Night,0,0.0,100.0
191,2011-01-09,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,3.2800000000000002,4.545,53.0,12.998000000000001,Spring,Clear,Night,0,0.0,100.0
192,2011-01-09,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1,4.1000000000000005,4.545,49.0,19.0012,Spring,Clear,Morning,0,0.0,100.0
193,2011-01-09,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,6,3.2800000000000002,4.545,53.0,12.998000000000001,Spring,Clear,Morning,0,16.666666666666664,83.33333333333334
194,2011-01-09,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,4.1000000000000005,4.545,49.0,19.0012,Spring,Clear,Morning,0,0.0,100.0
195,2011-01-09,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19,4.92,3.7900000000000005,46.0,35.0008,Spring,Clear,Morning,0,0.0,100.0
196,2011-01-09,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,5.74,5.305,43.0,26.0027,Spring,Clear,Morning,0,0.0,100.0
197,2011-01-09,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49,6.5600000000000005,6.0600000000000005,40.0,35.0008,Spring,Clear,Morning,0,4.081632653061225,95.91836734693877
198,2011-01-09,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,7.38,6.819999999999999,37.0,30.002599999999997,Spring,Clear,Afternoon,0,4.819277108433735,95.18072289156626
199,2011-01-09,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,8.200000000000001,8.334999999999999,34.0,30.002599999999997,Spring,Clear,Afternoon,0,8.0,92.0
200,2011-01-09,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,9.02,9.09,32.0,31.0009,Spring,Clear,Afternoon,0,11.11111111111111,88.88888888888889
201,2011-01-09,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,9.02,9.85,35.0,23.9994,Spring,Clear,Afternoon,0,6.097560975609756,93.90243902439023
202,2011-01-09,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,8.200000000000001,8.334999999999999,34.0,30.002599999999997,Spring,Clear,Afternoon,0,14.130434782608695,85.86956521739131
203,2011-01-09,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,7.38,7.575,37.0,26.0027,Spring,Clear,Afternoon,0,4.838709677419355,95.16129032258065
204,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,6.5600000000000005,6.819999999999999,40.0,22.0028,Spring,Clear,Evening,0,8.333333333333332,91.66666666666666
205,2011-01-09,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,6.5600000000000005,6.819999999999999,43.0,22.0028,Spring,Clear,Evening,0,2.4390243902439024,97.5609756097561
206,2011-01-09,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,5.74,6.0600000000000005,46.0,16.997899999999998,Spring,Clear,Evening,0,0.0,100.0
207,2011-01-09,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,5.74,5.305,46.0,27.999299999999998,Spring,Clear,Evening,0,5.0,95.0
208,2011-01-09,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,5.74,6.0600000000000005,46.0,19.999499999999998,Spring,Clear,Evening,0,33.33333333333333,66.66666666666666
209,2011-01-09,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,4.92,6.819999999999999,50.0,12.998000000000001,Spring,Clear,Evening,0,0.0,100.0
210,2011-01-10,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,4.92,6.0600000000000005,50.0,19.0012,Spring,Clear,Night,0,40.0,60.0
211,2011-01-10,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,4.92,6.0600000000000005,50.0,19.0012,Spring,Clear,Night,0,100.0,0.0
212,2011-01-10,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,4.92,6.0600000000000005,50.0,15.001299999999999,Spring,Clear,Night,0,0.0,100.0
213,2011-01-10,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,4.92,6.0600000000000005,50.0,15.001299999999999,Spring,Clear,Night,0,0.0,100.0
214,2011-01-10,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,4.1000000000000005,6.0600000000000005,54.0,8.9981,Spring,Clear,Night,0,33.33333333333333,66.66666666666666
215,2011-01-10,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,4.1000000000000005,5.305,54.0,16.997899999999998,Spring,Clear,Night,0,0.0,100.0
216,2011-01-10,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,4.92,6.0600000000000005,50.0,19.0012,Spring,Clear,Morning,0,0.0,100.0
217,2011-01-10,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,4.92,6.0600000000000005,50.0,15.001299999999999,Spring,Clear,Morning,1,2.5974025974025974,97.40259740259741
218,2011-01-10,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,4.92,6.0600000000000005,50.0,19.0012,Spring,Mist,Morning,1,2.127659574468085,97.87234042553192
219,2011-01-10,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,5.74,6.0600000000000005,50.0,16.997899999999998,Spring,Mist,Morning,1,2.127659574468085,97.87234042553192
220,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,5.74,6.0600000000000005,50.0,19.999499999999998,Spring,Mist,Morning,0,0.0,100.0
221,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,6.5600000000000005,6.819999999999999,47.0,19.0012,Spring,Mist,Morning,0,6.666666666666667,93.33333333333333
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,8.200000000000001,9.09,40.0,19.0012,Spring,Mist,Afternoon,0,9.615384615384617,90.38461538461539
223,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,8.200000000000001,9.09,40.0,19.0012,Spring,Mist,Afternoon,0,7.4074074074074066,92.5925925925926
224,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,8.200000000000001,9.85,40.0,15.001299999999999,Spring,Mist,Afternoon,0,0.0,100.0
225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,8.200000000000001,9.85,40.0,15.001299999999999,Spring,Mist,Afternoon,0,4.444444444444445,95.55555555555556
226,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,8.200000000000001,10.605,40.0,8.9981,Spring,Clear,Afternoon,0,5.405405405405405,94.5945945945946
227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,8.200000000000001,11.365,40.0,7.0015,Spring,Clear,Afternoon,1,2.247191011235955,97.75280898876404
228,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,8.200000000000001,9.85,40.0,15.001299999999999,Spring,Clear,Evening,1,0.6451612903225806,99.35483870967742
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,6.5600000000000005,8.334999999999999,47.0,11.0014,Spring,Clear,Evening,1,3.1578947368421053,96.84210526315789
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,6.5600000000000005,8.334999999999999,50.0,11.0014,Spring,Clear,Evening,0,1.3513513513513513,98.64864864864865
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,5.74,6.819999999999999,59.0,12.998000000000001,Spring,Clear,Evening,0,2.631578947368421,97.36842105263158
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,5.74,7.575,59.0,11.0014,Spring,Clear,Evening,0,8.333333333333332,91.66666666666666
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,5.74,7.575,59.0,11.0014,Spring,Clear,Evening,0,0.0,100.0
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,5.74,8.334999999999999,59.0,7.0015,Spring,Clear,Night,0,16.666666666666664,83.33333333333334
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,5.74,7.575,59.0,11.0014,Spring,Clear,Night,0,0.0,100.0
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,6.5600000000000005,7.575,55.00000000000001,12.998000000000001,Spring,Mist,Night,0,0.0,100.0
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,6.5600000000000005,9.09,55.00000000000001,8.9981,Spring,Mist,Night,0,0.0,100.0
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,6.5600000000000005,9.09,55.00000000000001,8.9981,Spring,Mist,Morning,0,0.0,100.0
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,6.5600000000000005,11.365,55.00000000000001,0.0,Spring,Mist,Morning,1,2.0202020202020203,97.97979797979798
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,7.38,10.605,51.0,6.0032,Spring,Mist,Morning,1,1.3824884792626728,98.61751152073732
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,7.38,9.85,51.0,11.0014,Spring,Mist,Morning,1,2.307692307692308,97.6923076923077
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,8.200000000000001,10.605,51.0,11.0014,Spring,Mist,Morning,0,5.555555555555555,94.44444444444444
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,8.200000000000001,10.605,47.0,8.9981,Spring,Mist,Morning,0,11.428571428571429,88.57142857142857
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,8.200000000000001,11.365,51.0,7.0015,Spring,Mist,Afternoon,0,3.508771929824561,96.49122807017544
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,8.200000000000001,11.365,59.0,6.0032,Spring,Mist,Afternoon,0,11.538461538461538,88.46153846153845
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,8.200000000000001,11.365,59.0,6.0032,Spring,Mist,Afternoon,0,4.761904761904762,95.23809523809523
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,6.5600000000000005,9.85,80.0,6.0032,Spring,Mist,Afternoon,0,4.25531914893617,95.74468085106383
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,6.5600000000000005,7.575,86.0,15.001299999999999,Spring,Mist,Afternoon,0,5.263157894736842,94.73684210526315
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,6.5600000000000005,7.575,86.0,15.001299999999999,Spring,Mist,Afternoon,1,4.411764705882353,95.58823529411765
250,2011-01-11,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,6.5600000000000005,9.09,93.0,7.0015,Spring,Light Precip,Evening,1,1.0526315789473684,98.94736842105263
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,6.5600000000000005,11.365,93.0,0.0,Spring,Light Precip,Evening,1,0.0,100.0
252,2011-01-11,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,6.5600000000000005,7.575,93.0,12.998000000000001,Spring,Light Precip,Evening,0,0.0,100.0
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,6.5600000000000005,9.85,86.0,6.0032,Spring,Light Precip,Evening,0,0.0,100.0
254,2011-01-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,6.5600000000000005,9.09,93.0,7.0015,Spring,Light Precip,Evening,0,3.4482758620689653,96.55172413793103
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,6.5600000000000005,9.85,93.0,6.0032,Spring,Light Precip,Evening,0,5.263157894736842,94.73684210526315
256,2011-01-12,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,6.5600000000000005,9.85,86.0,6.0032,Spring,Mist,Night,0,0.0,100.0
257,2011-01-12,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,6.5600000000000005,9.09,86.0,7.0015,Spring,Mist,Night,0,0.0,100.0
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,5.74,7.575,86.0,8.9981,Spring,Clear,Night,0,0.0,100.0
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,5.74,7.575,86.0,11.0014,Spring,Clear,Night,0,0.0,100.0
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,4.92,7.575,93.0,8.9981,Spring,Clear,Morning,0,0.0,100.0
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,5.74,7.575,69.0,8.9981,Spring,Clear,Morning,1,0.0,100.0
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,6.5600000000000005,8.334999999999999,59.0,11.0014,Spring,Clear,Morning,1,2.34375,97.65625
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,6.5600000000000005,6.819999999999999,59.0,22.0028,Spring,Clear,Morning,1,3.7037037037037033,96.29629629629629
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,7.38,9.09,55.00000000000001,15.001299999999999,Spring,Clear,Morning,0,0.0,100.0
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,8.200000000000001,9.09,51.0,26.0027,Spring,Clear,Morning,0,8.571428571428571,91.42857142857143
266,2011-01-12,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,8.200000000000001,7.575,47.0,39.000699999999995,Spring,Clear,Afternoon,0,5.454545454545454,94.54545454545455
267,2011-01-12,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,9.02,9.85,44.0,23.9994,Spring,Clear,Afternoon,0,0.0,100.0
268,2011-01-12,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,8.200000000000001,9.09,47.0,22.0028,Spring,Clear,Afternoon,0,0.0,100.0
269,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,8.200000000000001,8.334999999999999,47.0,27.999299999999998,Spring,Clear,Afternoon,0,2.0408163265306123,97.95918367346938
270,2011-01-12,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,9.02,9.85,44.0,22.0028,Spring,Clear,Afternoon,0,7.352941176470589,92.64705882352942
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,8.200000000000001,9.09,47.0,23.9994,Spring,Clear,Afternoon,1,0.0,100.0
272,2011-01-12,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,8.200000000000001,7.575,47.0,35.0008,Spring,Clear,Evening,1,1.4598540145985401,98.54014598540147
273,2011-01-12,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,7.38,7.575,47.0,27.999299999999998,Spring,Clear,Evening,1,1.2048192771084338,98.79518072289156
274,2011-01-12,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,6.5600000000000005,6.819999999999999,50.0,22.0028,Spring,Clear,Evening,0,3.571428571428571,96.42857142857143
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,6.5600000000000005,6.819999999999999,55.00000000000001,22.0028,Spring,Clear,Evening,0,0.0,100.0
276,2011-01-12,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,6.5600000000000005,6.0600000000000005,55.00000000000001,30.002599999999997,Spring,Clear,Evening,0,3.0303030303030303,96.96969696969697
277,2011-01-12,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,5.74,5.305,59.0,27.999299999999998,Spring,Clear,Evening,0,5.0,95.0
278,2011-01-13,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,5.74,6.0600000000000005,59.0,19.0012,Spring,Clear,Night,0,14.285714285714285,85.71428571428571
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,5.74,6.0600000000000005,50.0,19.0012,Spring,Clear,Night,0,0.0,100.0
280,2011-01-13,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,5.74,6.0600000000000005,50.0,23.9994,Spring,Clear,Night,0,0.0,100.0
281,2011-01-13,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,5.74,6.0600000000000005,50.0,22.0028,Spring,Clear,Night,0,0.0,100.0
282,2011-01-13,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,5.74,6.0600000000000005,50.0,16.997899999999998,Spring,Clear,Night,0,0.0,100.0
